koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_model_snr,koi_teq,kepid,kepoi_name,koi_disposition,koi_pdisposition
1.0,0,0,0,0,9.48803557,0.146,2.9575,616.0,35.8,793.0,10797460,K00752.01,CONFIRMED,CANDIDATE
0.969,0,0,0,0,54.4183827,0.586,4.507,875.0,25.8,443.0,10797460,K00752.02,CONFIRMED,CANDIDATE
0.0,0,0,0,0,19.89913995,0.969,1.7822,10800.0,76.3,638.0,10811496,K00753.01,CANDIDATE,CANDIDATE
0.0,0,1,0,0,1.736952453,1.276,2.40641,8080.0,505.6,1395.0,10848459,K00754.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,2.525591777,0.701,1.6545,603.0,40.9,1406.0,10854555,K00755.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,11.09432054,0.538,4.5945,1520.0,66.5,835.0,10872983,K00756.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.13443512,0.762,3.1402,686.0,40.2,1160.0,10872983,K00756.02,CONFIRMED,CANDIDATE
0.992,0,0,0,0,2.56658897,0.755,2.429,227.0,15.0,1360.0,10872983,K00756.03,CONFIRMED,CANDIDATE
0.0,0,1,1,0,7.36178958,1.169,5.022,234.0,47.7,1342.0,6721123,K00114.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,16.06864674,0.052,3.5347,4910.0,161.9,600.0,10910878,K00757.01,CONFIRMED,CANDIDATE
0.811,0,0,0,0,2.470613377,0.818,1.74319,14200.0,4304.3,1339.0,11446443,K00001.01,CONFIRMED,CANDIDATE
1.0,0,1,0,0,2.204735417,0.224,3.88864,6670.0,5945.9,2048.0,10666592,K00002.01,CONFIRMED,CANDIDATE
0.998,0,0,0,0,3.522498429,0.631,3.19843,9150.0,1741.5,1521.0,6922244,K00010.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.709214104,0.051,2.6302,131.0,50.6,1206.0,10984090,K00112.02,CONFIRMED,CANDIDATE
0.0,0,1,0,0,11.52144606,2.483,3.6399,18000.0,622.1,753.0,10419211,K00742.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,0,0,19.40393776,0.804,12.2155,8920.0,214.7,523.0,10464078,K00743.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,0,0,19.22138894,1.065,4.79843,74300.0,2317.0,698.0,10480982,K00744.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,0,0,16.46983774,0.292,9.4378,10500.0,303.4,595.0,10485250,K00745.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,9.27358173,0.387,3.2875,1290.0,87.2,649.0,10526549,K00746.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,6.02930329,0.258,1.5821,1910.0,65.4,678.0,10583066,K00747.01,CONFIRMED,CANDIDATE
0.0,0,1,1,1,2.696370652,0.044,3.6129,398.0,48.2,1066.0,10583180,K00748.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,5.349553819,0.092,3.0278,831.0,60.6,919.0,10601284,K00749.01,CONFIRMED,CANDIDATE
0.98,0,0,0,0,3.94105221,0.226,2.5984,363.0,28.9,1018.0,10601284,K00749.02,CONFIRMED,CANDIDATE
0.971,0,0,0,0,8.10904807,0.025,3.596,217.0,14.1,800.0,10601284,K00749.03,CONFIRMED,CANDIDATE
0.334,0,1,0,0,386.6030528,0.9765,6.8057,24900.0,994.0,297.0,2306756,K00113.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,21.67699193,0.896,3.4555,857.0,34.3,530.0,10662202,K00750.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.99677968,0.71,2.1717,935.0,28.2,917.0,10682541,K00751.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.280963604,0.424,2.875,751.0,61.8,1012.0,11460018,K00769.01,CONFIRMED,CANDIDATE
0.0,0,0,1,0,1.50635409,0.86,1.5155,2210.0,181.1,1452.0,11463211,K00770.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,1,0,670.645531,0.701,53.412,18100.0,642.7,196.0,11465813,K00771.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,0,0,61.2563628,1.248,7.633,5120.0,85.3,505.0,11493732,K00772.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,38.3775486,0.468,5.588,724.0,34.7,529.0,11507101,K00773.01,CONFIRMED,CANDIDATE
0.992,0,0,0,0,41.19725502,0.045,4.6297,2210.0,51.2,439.0,10910878,K00757.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,6.252962249,0.105,2.5819,1040.0,47.1,823.0,10910878,K00757.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,16.01308419,0.799,3.2554,1120.0,33.2,593.0,10987985,K00758.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,32.62876672,0.021,4.7971,1800.0,80.0,506.0,11018648,K00759.01,CONFIRMED,CANDIDATE
0.978,0,0,0,0,91.7732862,0.606,6.473,652.0,19.1,359.0,11018648,K00759.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.959319244,0.831,2.22739,9800.0,696.5,1103.0,11138155,K00760.01,CONFIRMED,CANDIDATE
0.0,0,1,1,0,2.701287801,1.016,3.3827,860.0,48.3,1222.0,11152159,K00761.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,4.49876511,0.312,3.7362,460.0,29.5,1133.0,11153539,K00762.01,CONFIRMED,CANDIDATE
0.0,0,1,0,0,19.65120951,0.723,5.2514,11800.0,513.4,730.0,11242721,K00763.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,5.412203927,0.787,2.9472,602.0,166.7,1093.0,9579641,K00115.01,CONFIRMED,CANDIDATE
0.998,0,0,0,0,41.43958662,0.355,10.5989,2790.0,141.1,516.0,11304958,K00764.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,8.35389523,0.023,2.2514,1040.0,43.4,790.0,11391957,K00765.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.125543472,0.597,3.1744,1490.0,128.6,1243.0,11403044,K00766.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,2.816504904,0.105,2.50587,16800.0,1406.8,1219.0,11414511,K00767.01,CONFIRMED,CANDIDATE
0.0,0,1,1,0,33.93373447,0.812,14.561,8500.0,236.1,430.0,11442465,K00768.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,3.689920099,0.151,2.6557,427.0,35.6,1147.0,12110942,K00786.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.431238488,0.405,3.15,1010.0,71.1,1104.0,12366084,K00787.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,11.37936986,0.911,2.6255,1020.0,37.9,806.0,12366084,K00787.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,26.39432897,0.602,3.573,1510.0,48.2,489.0,12404086,K00788.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,13.57078281,0.866,3.3539,512.0,88.4,785.0,8395660,K00116.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,7.12594387,0.898,3.0014,192.0,47.1,997.0,9579641,K00115.02,CONFIRMED,CANDIDATE
0.014,0,1,0,0,7.442652004,0.137,2.3078,24400.0,835.6,967.0,11656840,K00774.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,16.38489988,0.001,3.0249,1130.0,28.9,433.0,11754553,K00775.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,7.8774163,0.041,2.0805,1310.0,38.7,553.0,11754553,K00775.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,36.4454001,0.028,4.007,1120.0,21.7,332.0,11754553,K00775.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.728732147,0.558,2.683,5230.0,345.2,1023.0,11812062,K00776.01,CONFIRMED,CANDIDATE
0.999,0,0,0,0,40.4195037,0.911,3.362,6260.0,36.9,467.0,11818800,K00777.01,CANDIDATE,CANDIDATE
1.0,0,0,0,0,2.243380573,0.915,1.1196,822.0,38.9,822.0,11853255,K00778.01,CONFIRMED,CANDIDATE
0.0,0,1,0,0,10.40599802,0.324,6.5036,14500.0,745.2,833.0,11909839,K00779.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,2.337437946,0.28,1.9982,971.0,82.4,1070.0,11918099,K00780.01,CONFIRMED,CANDIDATE
0.993,0,0,0,0,7.2406612,1.198,0.558,556.0,13.7,734.0,11918099,K00780.02,CANDIDATE,CANDIDATE
0.871,0,0,0,0,3.43591631,0.624,3.133,23.2,8.7,1272.0,9579641,K00115.03,CANDIDATE,CANDIDATE
1.0,0,0,0,0,11.59822233,0.679,2.5237,2800.0,71.0,396.0,11923270,K00781.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,6.575315881,0.39,4.3084,2790.0,221.1,1015.0,11960862,K00782.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,7.275040844,0.547,7.5377,3000.0,312.1,833.0,12020329,K00783.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,19.27153892,0.031,2.7594,1220.0,37.1,393.0,12066335,K00784.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,10.06524317,0.628,1.369,1050.0,30.3,488.0,12066335,K00784.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,12.3935651,0.883,3.8896,917.0,35.8,677.0,12070811,K00785.01,CONFIRMED,CANDIDATE
0.998,0,0,0,0,43.84439721,0.852,6.802,615.0,83.7,531.0,8395660,K00116.02,CONFIRMED,CANDIDATE
0.0,0,1,1,0,3.341913228,1.213,3.813,725.0,39.0,1032.0,3120431,K00798.01,FALSE POSITIVE,FALSE POSITIVE
0.773,0,0,1,0,1.626630225,1.26,2.1145,1620.0,103.6,1547.0,3246984,K00799.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,2.711504086,0.023,3.0099,838.0,64.5,1420.0,3342970,K00800.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,7.21203748,0.012,4.0491,950.0,51.5,1025.0,3342970,K00800.02,CONFIRMED,CANDIDATE
0.334,0,0,0,1,14.1798187,0.1601,2.505,460.0,11.2,711.0,12459725,K00789.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,8.47237911,0.022,2.7245,1120.0,47.6,751.0,12470844,K00790.01,CONFIRMED,CANDIDATE
0.989,0,0,0,0,60.4189369,0.094,5.039,931.0,20.1,390.0,12470844,K00790.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,12.61190435,0.55,5.1497,6110.0,277.2,753.0,12644822,K00791.01,CONFIRMED,CANDIDATE
0.0,0,1,0,0,1.433769925,1.268,1.8868,1980.0,112.6,1920.0,2440757,K00792.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,1,0,10.31872301,1.215,3.836,872.0,38.2,876.0,2445129,K00793.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,2.539183147,0.238,2.4282,382.0,38.9,1332.0,2713049,K00794.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,6.770300385,0.838,2.0844,1300.0,50.8,812.0,3114167,K00795.01,CONFIRMED,CANDIDATE
0.0,0,1,1,1,0.444291966,1.258,2.0792,11000.0,299.7,1836.0,3114661,K00796.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,10.181584,0.92,3.5089,5740.0,183.6,812.0,3115833,K00797.01,CANDIDATE,CANDIDATE
1.0,0,0,0,0,20.06036336,0.556,3.3203,1490.0,35.2,361.0,4139816,K00812.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,46.1842039,0.013,4.758,1390.0,26.0,273.0,4139816,K00812.03,CONFIRMED,CANDIDATE
0.952,0,0,0,0,23.9800854,0.95,5.351,104.0,17.1,649.0,8395660,K00116.04,CONFIRMED,CANDIDATE
0.994,0,0,0,0,7.82502168,0.708,2.186,521.0,15.9,494.0,4139816,K00812.04,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.895936525,0.524,2.3111,8540.0,370.8,1005.0,4275191,K00813.01,CONFIRMED,CANDIDATE
0.999,0,0,0,0,22.36646466,0.4,5.228,987.0,32.1,536.0,4476123,K00814.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,1.625522174,0.076,2.38963,7970.0,799.7,1579.0,3351888,K00801.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,19.62034692,0.458,2.0038,21700.0,340.5,643.0,3453214,K00802.01,CANDIDATE,CANDIDATE
0.0,1,0,1,0,7.544039,1.175,6.222,323.0,14.2,838.0,3554600,K00803.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,9.02930689,0.024,3.1449,1020.0,53.9,757.0,3641726,K00804.01,CONFIRMED,CANDIDATE
0.053,0,1,0,0,10.32803571,0.281,7.7915,16900.0,636.8,843.0,3734868,K00805.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,143.2063047,0.379,8.9302,10600.0,138.8,308.0,3832474,K00806.01,CONFIRMED,CANDIDATE
0.95,0,0,0,0,6.164876,0.646,3.262,55.8,14.4,1021.0,8395660,K00116.03,CONFIRMED,CANDIDATE
0.745,0,0,0,0,60.32494216,0.224,6.6188,20300.0,347.2,411.0,3832474,K00806.02,CONFIRMED,CANDIDATE
0.334,0,0,0,0,29.1598615,0.3619,4.803,488.0,11.6,524.0,3832474,K00806.03,CONFIRMED,CANDIDATE
0.0,0,0,1,1,1.540397253,1.225,2.1541,816.0,38.8,1470.0,3836375,K00807.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,0,1,1,2.99025443,0.014,5.414,589.0,48.5,918.0,3838486,K00808.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,1.594745374,0.514,1.9604,15000.0,1009.3,1539.0,3935914,K00809.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.783002698,0.003,2.335,1010.0,70.6,886.0,3940418,K00810.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,20.50588921,0.26,4.0595,2110.0,78.5,518.0,4049131,K00811.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.340218842,0.466,1.9104,1630.0,71.6,656.0,4139816,K00812.01,CONFIRMED,CANDIDATE
0.0,0,1,1,0,2.507089906,1.255,2.0067,1340.0,64.9,1326.0,5287983,K00828.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,18.64932728,0.08,4.4056,894.0,46.1,701.0,5358241,K00829.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.90144976,0.529,4.1654,141.0,50.6,1262.0,10875245,K00117.02,CONFIRMED,CANDIDATE
0.998,0,0,0,0,9.75192101,0.949,4.793,418.0,28.5,870.0,5358241,K00829.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,38.5576546,0.911,5.794,993.0,39.7,550.0,5358241,K00829.03,CONFIRMED,CANDIDATE
0.99,0,0,0,0,3.525632539,0.12,2.59959,22300.0,1996.7,975.0,5358624,K00830.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,34.84398644,0.934,2.9315,4520.0,76.8,511.0,4544670,K00815.01,CANDIDATE,CANDIDATE
1.0,0,0,0,0,7.748094239,0.517,3.5957,2470.0,113.2,964.0,4664847,K00816.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,23.96793669,0.416,3.827,1180.0,27.5,329.0,4725681,K00817.01,CONFIRMED,CANDIDATE
0.995,0,0,0,0,8.29561738,0.888,1.3421,824.0,17.9,469.0,4725681,K00817.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,8.11437482,0.573,2.2736,1560.0,56.4,460.0,4913852,K00818.01,CONFIRMED,CANDIDATE
0.0,0,1,0,0,38.03672948,0.501,4.34617,82900.0,1300.0,500.0,4932348,K00819.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,0,0,0,4.64090031,1.28,35.512,2450.0,296.9,1155.0,4936180,K00820.01,CANDIDATE,CANDIDATE
0.0,0,1,1,1,3.747838198,1.121,5.0642,616.0,138.2,1031.0,11913073,K00011.01,FALSE POSITIVE,FALSE POSITIVE
0.992,0,0,0,0,14.74914825,0.173,6.0995,430.0,107.4,874.0,10875245,K00117.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,21.81295996,0.053,4.3791,1180.0,37.8,639.0,5021899,K00821.01,CONFIRMED,CANDIDATE
0.0,0,1,0,0,7.91936937,0.733,3.3148,15100.0,389.0,814.0,5077629,K00822.01,FALSE POSITIVE,FALSE POSITIVE
0.334,0,0,0,0,1.028436523,1.5734,1.8606,8100.0,89.6,1947.0,5115978,K00823.01,CANDIDATE,CANDIDATE
1.0,0,0,0,0,15.37562369,0.692,3.3169,15300.0,166.0,600.0,5164255,K00824.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,8.10363271,0.047,3.161,888.0,39.3,687.0,5252423,K00825.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.71510843,0.258,2.506,418.0,21.3,823.0,5252423,K00825.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,6.365839713,0.524,2.9721,781.0,70.8,914.0,5272878,K00826.01,CONFIRMED,CANDIDATE
0.037,0,0,1,0,5.97581754,0.941,3.065,962.0,50.3,1047.0,5283542,K00827.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,0,1,1,2.446737317,1.241,4.7211,1180.0,110.2,1261.0,5649215,K00839.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,3.04033046,0.736,1.8411,10900.0,568.2,1021.0,5651104,K00840.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,15.33528675,0.773,3.897,3080.0,86.6,610.0,5792202,K00841.01,CONFIRMED,CANDIDATE
0.998,0,0,0,0,7.95825328,0.706,4.377,50.0,14.7,1074.0,10875245,K00117.04,CONFIRMED,CANDIDATE
1.0,0,0,0,0,31.33046135,0.798,5.176,5070.0,117.2,481.0,5792202,K00841.02,CONFIRMED,CANDIDATE
0.006,0,1,0,0,3.9043425,0.709,3.831,16200.0,323.4,1104.0,5370302,K00831.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,0,0,9.286358079,0.377,3.49949,44800.0,1671.1,796.0,5372966,K00832.01,FALSE POSITIVE,FALSE POSITIVE
0.0,0,1,0,0,3.951405455,1.276,2.1862,2450.0,117.2,1133.0,5376067,K00833.01,FALSE POSITIVE,FALSE POSITIVE
0.999,0,0,0,0,23.65369415,0.008,8.2183,3340.0,266.3,731.0,5436502,K00834.01,CONFIRMED,CANDIDATE
0.996,0,0,0,0,13.23352214,0.014,6.7372,505.0,49.1,888.0,5436502,K00834.02,CONFIRMED,CANDIDATE
0.997,0,0,0,0,6.15560285,0.235,4.9843,285.0,35.1,1146.0,5436502,K00834.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,2.090811305,0.746,3.388,116.0,19.9,1642.0,5436502,K00834.04,CONFIRMED,CANDIDATE
0.995,0,0,0,0,3.180027898,0.196,3.5797,120.0,50.4,1458.0,10875245,K00117.03,CONFIRMED,CANDIDATE
0.989,0,0,0,0,50.4467417,0.379,7.159,370.0,19.4,568.0,5436502,K00834.05,CONFIRMED,CANDIDATE
1.0,0,0,0,0,11.76307164,0.048,2.9076,1040.0,48.9,616.0,5456651,K00835.01,CONFIRMED,CANDIDATE
0.878,0,0,0,0,56.2279271,0.7,3.57,863.0,20.9,366.0,5456651,K00835.02,CONFIRMED,CANDIDATE
0.0,0,1,1,1,2.384052875,1.178,3.0918,1270.0,50.5,1010.0,5481416,K00836.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,7.953547,0.3,2.6312,875.0,38.4,696.0,5531576,K00837.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.14451656,0.004,2.3421,392.0,22.8,864.0,5531576,K00837.02,CONFIRMED,CANDIDATE
0.0,0,1,0,0,4.859386384,1.259,2.2757,6040.0,269.7,1114.0,5534814,K00838.01,FALSE POSITIVE,FALSE POSITIVE
0.999,0,0,0,0,10.52629458,0.644,2.5211,9770.0,482.3,713.0,6291653,K00850.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.583520948,0.045,2.7055,3810.0,99.5,1038.0,6392727,K00851.01,CONFIRMED,CANDIDATE
0.876,0,0,0,0,3.76181843,0.926,3.5176,511.0,35.9,1121.0,6422070,K00852.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,8.20396958,0.823,2.9667,1020.0,54.4,742.0,6428700,K00853.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,14.49645186,0.97,4.016,648.0,25.7,613.0,6428700,K00853.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,6.54626149,0.644,2.75,656.0,24.8,810.0,5792202,K00841.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,12.71809866,0.427,3.0957,1150.0,52.7,562.0,5794379,K00842.01,CONFIRMED,CANDIDATE
0.999,0,0,0,0,36.06588163,0.26,4.3246,1560.0,51.7,397.0,5794379,K00842.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.190425659,0.458,2.8589,2880.0,240.6,1234.0,5881688,K00843.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.709870784,0.023,3.0694,2020.0,116.1,1151.0,6022556,K00844.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,16.3297527,0.791,6.271,1190.0,74.6,727.0,6032497,K00845.01,CONFIRMED,CANDIDATE
0.985,0,0,0,0,27.80756622,0.782,4.21587,25400.0,748.1,554.0,6061119,K00846.01,CONFIRMED,CANDIDATE
0.942,0,0,0,0,80.8723469,0.527,11.195,3600.0,160.9,452.0,6191521,K00847.01,CONFIRMED,CANDIDATE
0.0,0,1,1,0,3.166465862,1.266,2.9381,4360.0,122.1,954.0,6267425,K00848.01,FALSE POSITIVE,FALSE POSITIVE
0.912,0,0,0,0,24.99324319,0.686,5.9409,270.0,62.0,712.0,3531558,K00118.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,10.35533116,0.029,3.1775,751.0,49.2,777.0,6276477,K00849.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,16.08518937,0.867,3.984,1440.0,62.6,613.0,6863998,K00867.01,CONFIRMED,CANDIDATE
0.998,0,0,0,0,235.9986399,0.778,8.2284,20700.0,271.8,188.0,6867155,K00868.01,CANDIDATE,CANDIDATE
1.0,0,0,0,0,7.49018305,0.02,2.7297,1120.0,53.0,753.0,6948054,K00869.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,36.2761238,0.035,4.7865,1570.0,45.5,445.0,6948054,K00869.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,17.46087931,0.594,2.2641,812.0,22.6,568.0,6948054,K00869.03,CONFIRMED,CANDIDATE
0.996,0,0,0,0,56.0560754,0.018,4.685,1630.0,27.4,233.0,6435936,K00854.01,CONFIRMED,CANDIDATE
0.974,0,0,0,0,41.40831669,0.377,5.0264,22800.0,907.8,453.0,6522242,K00855.01,CONFIRMED,CANDIDATE
0.994,0,0,0,0,39.74893077,0.881,7.3051,15200.0,561.1,552.0,6526710,K00856.01,CANDIDATE,CANDIDATE
1.0,0,0,0,0,5.715425977,0.348,2.5242,908.0,59.4,850.0,6587280,K00857.01,CONFIRMED,CANDIDATE
0.959,0,0,0,0,49.18394185,0.035,11.3364,1650.0,355.7,669.0,9471974,K00119.01,CONFIRMED,CANDIDATE
0.994,0,0,0,0,20.0261412,0.957,1.611,421.0,10.7,559.0,6587280,K00857.02,CONFIRMED,CANDIDATE
0.0,0,0,0,0,13.61014819,1.081,2.594,5730.0,184.1,733.0,6599919,K00858.01,CANDIDATE,CANDIDATE
0.0,0,1,1,1,10.44331991,0.23,2.743,1160.0,51.7,667.0,6675056,K00859.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,2.237489571,0.128,1.8119,316.0,30.7,1160.0,6685526,K00861.01,CONFIRMED,CANDIDATE
0.0,0,1,0,0,5.851520671,0.211,3.11058,33000.0,1630.4,901.0,6756669,K00862.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,3.167893418,0.026,2.1814,781.0,64.8,1221.0,6784235,K00863.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.311780262,0.196,2.7251,1150.0,86.1,1038.0,6849310,K00864.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,20.0504494,0.383,4.556,841.0,37.8,622.0,6849310,K00864.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,9.76734503,0.9,1.6585,569.0,21.1,791.0,6849310,K00864.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,119.0207044,0.076,8.1405,7430.0,223.5,366.0,6862328,K00865.01,CANDIDATE,CANDIDATE
0.987,0,0,0,0,190.3200468,0.812,15.284,1140.0,139.3,426.0,9471974,K00119.02,CONFIRMED,CANDIDATE
0.0,0,1,1,0,2.861159894,0.965,1.8832,1010.0,58.3,1355.0,6862603,K00866.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,26.44439337,0.03,3.9783,1840.0,88.0,562.0,7366258,K00880.01,CONFIRMED,CANDIDATE
0.983,0,0,0,0,51.53997972,0.183,6.3994,3640.0,155.5,450.0,7366258,K00880.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,5.902245782,0.209,2.9003,702.0,59.3,926.0,7366258,K00880.03,CONFIRMED,CANDIDATE
1.0,0,0,0,0,2.382951591,0.479,1.8876,392.0,41.4,1253.0,7366258,K00880.04,CONFIRMED,CANDIDATE
1.0,0,0,0,0,21.02250608,0.036,4.1072,1770.0,62.4,521.0,7373451,K00881.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,3.219814777,0.06,2.0642,488.0,30.5,998.0,6948054,K00869.04,CONFIRMED,CANDIDATE
1.0,0,0,0,0,5.912273234,0.17,2.3254,961.0,62.8,585.0,6949607,K00870.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,8.98581901,0.008,2.8606,881.0,51.8,509.0,6949607,K00870.02,CONFIRMED,CANDIDATE
0.0,0,0,0,0,12.94066866,0.897,2.4845,42500.0,307.5,723.0,7031517,K00871.01,CANDIDATE,CANDIDATE
0.573,0,1,0,0,20.5452375,0.95,2.517,219.0,18.5,742.0,11869052,K00120.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,33.60123371,0.67,4.4056,7430.0,247.9,495.0,7109675,K00872.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,6.76652928,0.429,2.9004,451.0,29.2,845.0,7109675,K00872.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.347288783,0.025,2.1024,452.0,39.7,1174.0,7118364,K00873.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.601811819,0.567,2.2607,756.0,60.8,896.0,7134976,K00874.01,CONFIRMED,CANDIDATE
0.997,0,0,0,0,11.18719905,0.387,3.252,354.0,21.9,667.0,7134976,K00874.02,CONFIRMED,CANDIDATE
1.0,0,0,0,0,4.220965778,0.705,3.0854,2260.0,157.8,595.0,7135852,K00875.01,CONFIRMED,CANDIDATE
0.0,0,1,0,0,6.998099523,7.361,2.0488,20300.0,192.3,853.0,7270230,K00876.01,FALSE POSITIVE,FALSE POSITIVE
1.0,0,0,0,0,5.95489993,0.327,2.3892,1410.0,87.2,635.0,7287995,K00877.01,CONFIRMED,CANDIDATE
1.0,0,0,0,0,12.03987488,0.286,2.7363,1250.0,57.6,502.0,7287995,K00877.02,CONFIRMED,CANDIDATE
0.998,0,0,0,0,20.83762895,0.706,2.3734,439.0,14.9,418.0,7287995,K00877.03,CONFIRMED,CANDIDATE
